Unnamed: 0,job_id,job_title,country,isco_3,isco_3_label,hard_skills,tools,knowledge_domains,soft_skills,languages,education_level,education_field,digital_competences,green_competences,status
197,HR152,OPERATOR (male/female),Croatia,814,"Rubber, Plastic and Paper Products Machine Operators","['setting up machines', 'servicing machines', 'weighing products', 'controlling product weight', 'receiving packaging orders', 'tracking packaging orders', 'executing packaging orders', 'preparing documentation', 'assembling machines', 'disassembling machines', 'monitoring temperature regimes', 'controlling technological process records']",[],"['packing line operations', 'cold processing plant operations', 'meat products production']","['responsibility', 'monitoring', 'controlling', 'leading']",[],,,"['Managing data, information and digital content']",[],ok
198,HR153,OPERATOR OF RAW MATERIAL SORTING MACHINE,Croatia,932,Manufacturing Labourers,"['manual inspection', 'waste separation', 'quality control', 'material sorting', 'equipment monitoring', 'reporting irregularities']",[],"['raw materials', 'waste types', 'quality standards', 'equipment performance']","['attention to detail', 'timeliness']",[],none,,[],[],ok
199,HR154,BRICKLAYER/CONSTRUCTION SITE SUPERVISOR,Croatia,312,"Mining, Manufacturing and Construction Supervisors","['bricklaying', 'team supervision', 'task distribution', 'construction site management']",[],['construction'],"['team supervision', 'task distribution', 'maintaining order']",[],,,[],[],ok
200,HR155,ENGINEER INTERN,Croatia,214,Engineering Professionals (excluding Electrotechnology),"['Managing construction diary and log', 'Coordinating site activities', 'Subcontractor management', 'Organizational project tracking', 'Financial project tracking', 'Time tracking of projects', 'Preparing feasibility studies', 'Developing execution solutions', 'Creating detailed execution drawings', 'Using Office packages (Excel, Project)', 'Using AutoCAD']","['Excel', 'Project', 'AutoCAD']","['Civil engineering', 'Construction management', 'Project management']","['Reliability', 'Responsibility', 'Collaboration', 'Mentoring']",[],bachelor,Civil engineering,"['Managing data, information and digital content', 'Collaborating through digital technologies', 'Interacting through digital technologies']",[],ok
201,HR156,CONSTRUCTION TECHNICIAN,Croatia,312,"Mining, Manufacturing and Construction Supervisors","['project analysis', 'organizational and scheduling planning', 'contracting planning', 'material and resource ordering', 'team formation and management', 'supervision and control of work execution', 'construction site establishment', 'construction documentation management', 'report preparation on work progress and costs', 'financial monitoring of construction site', 'quality, quantity, deadline, and cost control', 'contracting with subcontractors and suppliers', 'coordination of construction works', 'participation in coordination meetings']","['AutoCad', 'MS Project']","['construction technology', 'safety measures']","['reliability', 'responsibility', 'commitment', 'organizational skills', 'negotiating skills', 'social skills', 'communication skills', 'independence']",['English'],other,construction technology,"['Managing data, information and digital content', 'Interacting through digital technologies', 'Collaborating through digital technologies']",[],ok
202,HR157,CIVIL ENGINEER,Croatia,214,Engineering Professionals (excluding Electrotechnology),"['project analysis', 'organizational planning', 'scheduling plans', 'contracting plans', 'resource ordering', 'team management', 'supervision and control of works', 'construction site establishment', 'construction documentation management', 'report preparation', 'financial monitoring', 'quality control', 'quantity control', 'deadline management', 'cost control', 'contracting with subcontractors and suppliers', 'coordination meetings', 'fieldwork', 'safety measures implementation', 'AutoCad', 'MS Project']","['company car', 'laptop', 'mobile phone', 'AutoCad', 'MS Project']","['civil engineering', 'construction management', 'contract management', 'financial monitoring', 'safety regulations']","['reliability', 'responsibility', 'commitment', 'organizational skills', 'negotiating abilities', 'social skills', 'communication', 'independence']",['English'],bachelor,civil engineering,"['Browsing, searching and filtering data, information and digital content', 'Managing data, information and digital content', 'Interacting through digital technologies', 'Sharing through digital technologies', 'Collaborating through digital technologies']",[],ok
203,HR158,INSTALLER OF SECURITY DOORS,Croatia,741,Electrical Equipment Installers and Repairers,"['installation of anti-burglary doors', 'installation of interior doors', 'servicing doors', 'maintaining doors']",[],"['anti-burglary doors', 'interior doors']",[],[],,,[],[],ok
204,CY1,CIVIL ENGINEER,Cyprus,214,Engineering Professionals (excluding Electrotechnology),"['verifying calculations', 'site visits', 'project supervision', 'quantities analysis of materials', 'structural detailed designing']",[],"['structural design', 'material quantities analysis']",[],[],bachelor,,[],[],ok
205,CY2,SITE ENGINEER,Cyprus,214,Engineering Professionals (excluding Electrotechnology),"['site supervision', 'checking of plans', 'checking of quantities', 'cooperation with architects', 'cooperation with contractors', 'preparation of reports', 'QA/QC process']",[],['civil engineering'],"['cooperation', 'reporting']",['Hindi'],bachelor,civil engineering,[],[],ok
206,CY3,SECURITY SYSTEMS ENGINEER,Cyprus,215,Electrotechnology Engineers,"['Research and development of security products and systems', 'Basic principles of electrical engineering', 'Knowledge of TCP/IP', 'Networking']",[],"['Electrical engineering', 'Electronic engineering', 'Computer engineering']","['Excellent learning abilities', 'Communication skills']",[],bachelor,Electrical engineering,[],[],ok
207,CY4,SENIOR NOC ENGINEER,Cyprus,252,Database and Network Professionals,"['NOC engineering', 'Telecom infrastructure management', 'Enterprise voice and messaging platforms', 'SIP trunking', 'SMS platforms', 'Global DIDs management', 'API management', 'Incident ownership', 'Root cause analysis', 'Advanced network configurations', 'Security enforcement', 'Vendor communication', 'Network performance optimization', 'Monitoring and automation enhancement', 'On-call rotations', 'SMPP', 'SIP', 'SS7', 'TCP/IP', 'TLS', 'VPN', 'Security protocols', 'Incident management', 'Documentation', 'Cross-functional collaboration']","['Alaris', 'Wireshark', 'Tcpdump', 'Zabbix', 'Grafana', 'ELK', 'Graylog']","['Telecommunications', 'Network security', 'Network monitoring', 'SaaS']","['Mentoring', 'Cross-functional collaboration']",[],,,"['Managing data, information and digital content', 'Interacting through digital technologies', 'Collaborating through digital technologies', 'Protecting devices', 'Protecting personal data and privacy', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
208,CY5,JUNIOR SOFTWARE ENGINEER,Cyprus,251,Software and Applications Developers and Analysts,"['software development', 'backend systems design', 'API integration', 'test-driven development', 'performance optimization', 'object-oriented programming', 'design patterns', 'database management', 'messaging systems', 'version control', 'command line interface', 'software testing', 'containerization', 'cloud computing', 'telecommunication protocols']","['Java', 'PHP', 'Spring Boot', 'Laravel', 'Quarkus', 'SQL', 'NoSQL', 'Kafka', 'RabbitMQ', 'Git', 'Linux CLI', 'Redis', 'ELK', 'Docker', 'Kubernetes']","['software engineering', 'backend development', 'microservices architecture', 'communication platforms', 'agile methodologies', 'telecommunications']","['problem-solving', 'collaboration', 'innovation']",[],,,"['Collaborating through digital technologies', 'Solving technical problems']",[],ok
209,CY6,CIVIL PROJECT ENGINEER HELPER,Cyprus,312,"Mining, Manufacturing and Construction Supervisors","['Coordination', 'Supervising workers', 'Assisting project engineer', 'Experience in residential sites']",[],['Civil engineering'],"['Teamwork', 'Following instructions']",[],bachelor,Civil engineering,[],[],ok
210,CY7,MACHINIST / HYDRAULICS ENGINEER - MACHINIST / HYDRAULIC ENGINEER,Cyprus,723,Machinery Mechanics and Repairers,"['Machining manual lathes', 'Machining mills', 'Machining drills', 'Machining boring machines', 'Manufacturing precision parts', 'Refurbishing precision parts', 'Using accurate measuring tools', 'Stripping hydraulic cylinders', 'Inspecting hydraulic cylinders', 'Rebuilding hydraulic cylinders', 'Replacing seals', 'Honing barrels', 'Repairing worn parts', 'Manufacturing worn parts', 'Assembling hydraulic cylinders', 'Pressure testing hydraulic cylinders', 'Equipment maintenance', 'Quality inspections', 'Safety procedures compliance']","['Manual lathes', 'Mills', 'Drills', 'Boring machines', 'Measuring tools', 'Pressure testing equipment']","['Machining', 'Hydraulics', 'Mechanical engineering', 'Quality and safety']","['Hands-on experience', 'Supporting onsite jobs', 'Assisting other departments']",[],,,[],[],ok
211,CY8,ELECTRICAL ENGINEER (WITH EXPERIENCE),Cyprus,215,Electrotechnology Engineers,"['preparation of study', 'supervision of electrical works', 'computer knowledge', 'design program knowledge']",[],['electrical engineering'],[],[],bachelor,electrical engineering,[],[],ok
212,CY9,ELECTRICAL ENGINEER,Cyprus,215,Electrotechnology Engineers,"['Supervising construction', 'Installing electrical systems', 'Checking electrical systems', 'Maintaining electrical systems', 'Repairing electrical systems']",[],['Electrical systems'],[],['English'],,,[],[],ok
213,CY10,ELECTRICAL ENGINEER,Cyprus,215,Electrotechnology Engineers,[],[],[],"['hardworking', 'honorable', 'team player', 'discreet', 'friendly']",[],,,[],[],ok
214,CY11,ELECTRICAL MAINTENANCE TECHNICIAN,Cyprus,321,Medical and Pharmaceutical Technicians,"['preventive maintenance on electrical equipment', 'corrective maintenance on electrical equipment', 'maintenance of small motors and pumps', 'maintenance of electrical actuators and instruments', 'maintenance of sensors', 'reading electrical diagrams', 'troubleshooting electrical equipment', 'repairing electrical equipment']",[],"['electrical maintenance', 'electrical/electronic equipment', 'production/process industries', 'chemical industries']","['collaboration', 'ability to work under pressure', 'flexibility', 'adaptability']",[],,,['Collaborating through digital technologies'],['Adaptability'],ok
215,CY12,ELECTRICAL ENGINEERS TECHNICAL ASSISTANT,Cyprus,215,Electrotechnology Engineers,"['technical assistance', 'maintenance and repair of machines', 'electrical engineering']",[],['electrical engineering'],[],['English'],,,[],[],ok
216,CY13,TECHNICIANS,Cyprus,351,Information and Communications Technology Operations and User Support Technicians,"['hotel maintenance', 'problem solving']",[],['hospitality'],['professionalism'],['English'],,,[],[],ok
217,CY14,Technical Assistants of Electrical Installations / Engineers,Cyprus,215,Electrotechnology Engineers,"['installation of electrical systems', 'repair of electrical systems', 'maintenance of electrical systems', 'carriage of electrical connections', 'wiring', 'functional testing', 'basic electrical principles', 'reading electrical schemes', 'handling tools', 'using measuring instruments', 'applying technical procedures']","['tools', 'measuring instruments']","['electrical systems', 'electrical principles', 'electrical installations', 'electrical maintenance']","['ability to understand instructions', 'collaboration']",[],,,[],[],ok
218,CY15,ELECTRICAL ASSISTANT,Cyprus,215,Electrotechnology Engineers,"['Electrical installations', 'Execution of electrical works', 'Organizing electrical works', 'Directing electrical works', 'Controlling electrical works', 'Supervising electrical works']",[],['Electrical works'],"['Organizational', 'Integrity', 'Team spirit']",[],,,[],[],ok
219,CY16,COMMERCIAL KITCHEN EQUIPMENT TECHNICIAN,Cyprus,351,Information and Communications Technology Operations and User Support Technicians,"['Maintenance of kitchen equipment', 'Repair of kitchen equipment', 'Installation of professional kitchen equipment', 'Knowledge of electricity and gas systems']",[],"['Professional kitchen equipment', 'Electricity', 'Gas systems']","['Willingness for continuing education', 'Technical training']","['Greek', 'English']",,,[],[],ok
220,CY17,ASSISTANT TECHNICIAN FOR SECURITY SYSTEMS,Cyprus,741,Electrical Equipment Installers and Repairers,"['installation of security systems', 'maintenance of security systems', 'repair of security systems', 'technical knowledge in electrical', 'technical knowledge in electronic']",[],['security systems'],"['communication skills', 'team spirit']","['Greek', 'English']",,,[],[],ok
221,CY18,ASSISTANT MECHANICAL ENGINEER,Cyprus,214,Engineering Professionals (excluding Electrotechnology),"['Design of wooden products', 'Measurement of buildings']",[],"['Wooden product design', 'Building measurement']",['Integrity of character'],[],,,[],[],ok
222,CY19,SPECIALIZED ASSISTANTS OF HEAVY VEHICLE ENGINEERS,Cyprus,723,Machinery Mechanics and Repairers,[],[],[],"['industrious', 'honest', 'team player', 'friendly', 'discreet']",[],,,[],[],ok
223,CY20,WASTE PROCESSING DEPARTMENT OPERATOR,Cyprus,813,Chemical and Photographic Products Plant and Machine Operators,"['Operation and monitoring of SCADA system', 'Conducting samplings and measurements of parameters', 'Performing lab analyses for quality control', 'Monitoring machine operations', 'Diagnosis and solving technical problems', 'Analyzing data and lab measurements', 'Technical training in mechanical or electronic systems']",['SCADA system'],"['Mechanical systems', 'Electronic systems', 'Quality control']","['Effective collaboration', 'Effective communication', 'Ability to work in shifts']",[],other,Technical training in mechanical or electronic systems,"['Solving technical problems', 'Collaborating through digital technologies']",[],ok
224,CY21,MACHINE TECHNICIAN,Cyprus,723,Machinery Mechanics and Repairers,"['Preventive maintenance of electromechanical equipment', 'Repair of electromechanical equipment', 'Diagnostic check', 'Problem solving', 'Mechanical systems knowledge', 'Electrical systems knowledge', 'Stock management of spare parts and tools']",[],"['Electromechanical equipment', 'Machinery', 'Industrial equipment']","['Collaboration', 'Ability to work under pressure']",['English'],other,Technical school degree or technical training,['Collaborating through digital technologies'],[],ok
225,CY22,TECHNICIAN,Cyprus,311,Physical and Engineering Science Technicians,"['machine monitoring', 'machine assembly assistance', 'mechanical repair assistance', 'mold mounting and removal assistance', 'mechanism mounting and removal assistance', 'maintenance of vehicles and equipment', 'product grinding for recycling', 'technical customer support', 'research and development testing assistance']",[],"['machine operation', 'mechanical systems', 'maintenance procedures', 'safety and health regulations', 'recycling processes', 'research and development']","['compliance with safety and health rules', 'maintaining cleanliness and tidiness', 'contribution to operational improvement']",[],,,[],['Valuing sustainability'],ok
226,CY23,MECHANICAL FITTER / FABRICATOR WELDER,Cyprus,721,"Sheet and Structural Metal Workers, Moulders and Welders, and Related Workers","['Mechanical fitting and assembly', 'Diagnosing faults', 'Stripping and repairing hydraulic cylinders', 'Assembling hydraulic cylinders, pumps, gearboxes, rotating equipment', 'Fitting seals, bearings, shafts, components to tight tolerances', 'Using precision tools', 'Reading drawings', 'Fabrication of frames, guards, brackets, parts', 'MIG welding', 'TIG welding', 'Stick welding', 'Stainless welding', 'Machining support', 'Drilling', 'Tapping', 'Site work for repairs and installation', 'Safe lifting procedures', 'Inspections and pressure tests', 'Health and safety compliance', 'Completing paperwork']","['Precision tools', 'Welding equipment (MIG, TIG, Stick, Stainless)']","['Mechanical systems', 'Hydraulics', 'Welding techniques', 'Health and safety regulations']","['Following safe lifting procedures', 'Attention to detail', 'Compliance with health and safety requirements']",[],,,[],[],ok
227,CY24,ASSISTANT ENGINEER,Cyprus,721,"Sheet and Structural Metal Workers, Moulders and Welders, and Related Workers","['mechanical repairs', 'assembly', 'fabrication', 'welding', 'working with hydraulic cylinders', 'working with motors', 'working with gearboxes', 'custom fabricated equipment']",[],[],[],[],,,[],[],ok
228,CY25,PRODUCTION TECHNICIAN,Cyprus,311,Physical and Engineering Science Technicians,"['Machinery repair', 'Propeller repair', 'Steering wheel repair', 'Boat engine repair']",[],[],[],[],,,[],[],ok
229,CY26,TECHNICIAN ASSISTANT MECHANICAL ENGINEER,Cyprus,721,"Sheet and Structural Metal Workers, Moulders and Welders, and Related Workers","['metal processing', 'operation of basic machines', 'production line support']",[],"['sheet metal processing', 'light metal structures production']",[],[],,,[],[],ok
230,CY27,MECHANICAL ENGINEER,Cyprus,214,Engineering Professionals (excluding Electrotechnology),['Mechanical installations maintenance'],[],['English language'],"['Responsible', 'Dependable', 'Pleasant personality', 'Team spirit']",['English'],,,[],[],ok
231,CY28,"MECHANICAL ENGINEER, OR SIMILAR FIELD",Cyprus,214,Engineering Professionals (excluding Electrotechnology),"['preparation of construction plans', 'quantities of materials estimation', 'management of equipment', 'monitoring and cost control of works', 'use of design software', 'metal constructions knowledge', 'administrative skills', 'communication skills']",['AutoCAD'],"['construction planning', 'equipment management', 'cost control', 'metal constructions']","['collaboration', 'communication', 'administrative skills']",[],bachelor,,"['Managing data, information and digital content', 'Collaborating through digital technologies']",[],ok
232,CY29,MECHANICAL ENGINEER - DESIGN AND OFFERS DEPARTMENT,Cyprus,214,Engineering Professionals (excluding Electrotechnology),"['Design in AutoCAD', 'Working drawings', 'Quantity surveys', 'Cost estimation', 'Preparation of offers', 'Dimensioning of electromechanical equipment', 'Knowledge of components for technical projects', 'Knowledge of valves', 'Knowledge of piping', 'Knowledge of hydraulic system design', 'Report writing']",['AutoCAD 2D'],"['Electromechanical equipment', 'Technical project components', 'Hydraulic systems']",[],"['Greek', 'English']",,,"['Managing data, information and digital content']",[],ok
233,CY30,MECHANICAL ENGINEER,Cyprus,214,Engineering Professionals (excluding Electrotechnology),"['preparation of study', 'supervision of mechanical works', 'computer skills', 'design software skills']",['design software'],['mechanical works'],[],[],bachelor,,['Developing digital content'],[],ok
234,CY31,MECHANICAL ENGINEER,Cyprus,214,Engineering Professionals (excluding Electrotechnology),"['Design in AutoCAD', 'Working drawings', 'Quantity surveys', 'Cost estimation', 'Preparation of offers', 'Dimensioning of electromechanical equipment', 'Knowledge of components for technical projects', 'Knowledge of valves', 'Knowledge of piping', 'Knowledge of hydraulic system design', 'Report writing']",['AutoCAD 2D'],"['Electromechanical equipment', 'Technical project construction', 'Hydraulic systems']",[],"['Greek', 'English']",,,"['Managing data, information and digital content']",[],ok
235,CY32,ELECTRICAL ENGINEER,Cyprus,215,Electrotechnology Engineers,"['handling production machines', 'repairing turbines', 'installing turbines']",[],[],"['team player', 'taking initiative']",[],,,[],[],ok
236,CY33,ELECTRICAL ENGINEER,Cyprus,215,Electrotechnology Engineers,"['Design of photovoltaic systems', 'Study of photovoltaic systems', 'Supervision of PV system installations', 'Preparation of technical studies', 'Preparation of tables and single-line diagrams', 'Support during installation', 'Execution of technical checks']",[],"['Renewable energy sources', 'Photovoltaic systems', 'Electrical engineering']",['Communication with colleagues'],[],,,['Interacting through digital technologies'],['Valuing sustainability'],ok
237,CY34,ELECTRICAL ENGINEER,Cyprus,215,Electrotechnology Engineers,"['Design of construction plans for electrical installations', 'Supervision of electrical installations', 'Coordination of preventive maintenance works', 'Preparation of project offers', 'Use of design program AutoCAD']","['AHK application', 'CYTA application', 'AutoCAD']","['Electrical installations', 'Electromechanical services', 'Electrical study programs']",['Communication with suppliers'],[],,,"['Managing data, information and digital content', 'Interacting through digital technologies']",[],ok
238,CY35,ELECTRICAL ENGINEER,Cyprus,215,Electrotechnology Engineers,"['Checking generators', 'Repairing generators', 'Checking compressors', 'Repairing compressors', 'Checking machines', 'Repairing machines']",[],['Electrical engineering'],[],[],,Electrical engineering,[],[],ok
239,CY36,ELECTRICAL ENGINEER,Cyprus,215,Electrotechnology Engineers,"['Electrical studies', 'Preparation of quotes', 'Preparation of AHK-ATHK-photovoltaic forms', 'Supervision of construction sites', 'Mechanical knowledge']",[],"['Electrical engineering', 'Photovoltaic systems', 'Construction site management']",[],[],,,[],[],ok
240,CY37,ELECTRICIAN,Cyprus,741,Electrical Equipment Installers and Repairers,['Electrical installation'],[],['Electrical installations'],[],[],,,[],[],ok
241,CY38,MACHINE MAINTENANCE TECHNICIAN,Cyprus,311,Physical and Engineering Science Technicians,['Machine maintenance'],[],[],"['Hardworking', 'Pleasant personality']","['Greek', 'English']",,,[],[],ok
242,CY39,AUTOMOTIVE ELECTRICIAN,Cyprus,741,Electrical Equipment Installers and Repairers,"['Identifying and repairing faults in electrical and electronic vehicle systems', 'Installing and maintaining vehicle components such as lights, sensors, and control systems']",[],"['Electrical vehicle systems', 'Electronic vehicle systems']","['Consistency', 'Responsibility', 'Pleasant personality', 'Team spirit']","['Greek', 'English']",,,[],[],ok
243,CY40,ENGINE DRIVER,Cyprus,834,Mobile Plant Operators,"['Operation of heavy machinery', 'Maintenance of heavy machinery', 'Monitoring equipment functioning']","['Excavators', 'Loaders', 'Graders']","['Machinery operation', 'Equipment maintenance', 'Safety standards']","['Collaboration', 'Responsibility', 'Consistency', 'Professionalism']",[],,,[],[],ok
244,CY41,GUIDE - LIQUEFIED PETROLEUM GAS DISTRIBUTOR,Cyprus,933,Transport and Storage Labourers,"['Distribution of LPG cylinders', 'Driving']",[],"['LPG handling', 'Transportation regulations']",[],[],,,[],[],ok
245,CY42,SOFTWARE DEVELOPMENT,Cyprus,251,Software and Applications Developers and Analysts,"['Software development', 'Programming', 'Oracle', 'SQL Server', 'GIS', 'Python', 'Web development', 'Mobile apps development']","['Oracle', 'SQL Server']",['Computer science'],['Enthusiasm'],[],bachelor,Computer science,['Programming'],[],ok
246,CY43,PLAYABLE DEVELOPER,Cyprus,251,Software and Applications Developers and Analysts,['software development'],[],[],[],"['English', 'Russian', 'Belarusian', 'Greek']",,,[],[],ok
247,CY44,INFORMATION TECHNOLOGY TECHNICIAN (HARDWARE/SOFTWARE),Cyprus,351,Information and Communications Technology Operations and User Support Technicians,"['technical problem support', 'connection problem solving', 'equipment installation and charging', 'software license installation and configuration', 'user and password management', 'remote access configuration', 'ticketing system management', 'network and system security basics', 'hardware and application upgrades', 'equipment inventory management', 'technical documentation', 'guide and manual preparation', 'presentation support']","['Windows', 'Office', 'AutoCAD', 'VPN', 'ticketing system']","['IT', 'network security', 'system security']",[],[],other,IT,"['Solving technical problems', 'Managing data, information and digital content', 'Protecting personal data and privacy']",[],ok
248,CY45,Software Developers (Employee - Development Cooperation),Cyprus,251,Software and Applications Developers and Analysts,"['web-based software development', 'front-end development', 'back-end development', 'software modernization', 'software analysis and optimization', 'programming web-based applications', 'HTML', 'CSS', 'PHP', 'Javascript', 'data structures (XML, JSON)', 'relational databases (MySQL)', 'Symfony', 'Composer', 'Git']","['Symfony', 'Composer', 'Git']","['computer science', 'web development', 'e-recruiting software']","['contributing ideas', 'continuous improvement']",[],bachelor,computer science,"['Programming', 'Managing data, information and digital content', 'Solving technical problems', 'Identifying needs and technological responses', 'Creatively using digital technologies']",[],ok
249,CY46,TECHNICIAN FOR ELECTRONIC DEVICES AND REPAIR MANAGEMENT,Cyprus,741,Electrical Equipment Installers and Repairers,"['hardware knowledge', 'software knowledge', 'customer service', 'management of repairs', 'repairing hardware parts', 'repairing software parts']",[],['electronic devices'],"['customer service', 'explaining repairs to customers']",[],,,[],[],ok
250,CY47,CAD CAM DESIGNER - DENTAL TECHNICIAN,Cyprus,314,Life Science Technicians and Related Associate Professionals,"['3D design', 'CAD/CAM software operation', 'Digital design and production', 'Digital file management', 'Attention to detail', 'Aesthetics']",['CAD/CAM design software'],"['3D design', 'Digital production']","['Attention to detail', 'Strong aesthetics']","['Greek', 'English']",,,"['Managing data, information and digital content']",[],ok
251,CY48,PROGRAMMER-WEB DEVELOPER,Cyprus,251,Software and Applications Developers and Analysts,['Website programming'],[],[],[],['English'],other,,['Programming'],[],ok
252,CY49,FULL STACK PROGRAMMER,Cyprus,251,Software and Applications Developers and Analysts,"['Full stack programming', 'Web application development', 'Mobile application development', 'Front-end development', 'Back-end development', 'Cross-platform mobile development', 'API integration', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue', 'Angular', 'Node.js', 'PHP', 'Python', 'MySQL', 'PostgreSQL']","['Flutter', 'React Native', 'CRM systems', 'Billing systems', 'RADIUS', 'Mikrotik APIs']","['Web development', 'Mobile development', 'API integration', 'Database management']",[],[],,,['Programming'],[],ok
253,CY50,CONSTRUCTION WORKER,Cyprus,931,Mining and Construction Labourers,['experience on construction sites'],[],"['land development', 'building construction']",['good physical condition'],[],,,[],[],ok
254,CY51,JUNIOR FINANCIAL DATA SCIENTIST,Cyprus,331,Financial and Mathematical Associate Professionals,"['handling financial data', 'model deployment', 'API integration', 'translating client needs into technical tasks', 'analytics']","['Python', 'JavaScript', 'AWS', 'Azure', 'REST APIs']","['data science', 'informatics', 'business', 'financial data', 'economics']","['proactive', 'organized', 'independent project management', 'collaboration']","['English', 'Russian']",bachelor,data science/informatics with business training,"['Managing data, information and digital content', 'Collaborating through digital technologies', 'Identifying needs and technological responses']",[],ok
255,CY52,CUSTOMER SUPPORT TECHNICIANS (IT),Cyprus,351,Information and Communications Technology Operations and User Support Technicians,"['IT support', 'Troubleshooting', 'Hardware installation', 'Operating systems installation and configuration', 'Application installation and configuration', 'Microsoft Windows operating systems']",[],['Information Technology'],['Ability to work shifts'],[],other,Information Technology or relevant field,['Solving technical problems'],[],ok
256,CY53,ROUTING MANAGER,Cyprus,133,Information and Communications Technology Services Managers,"['A2P SMS routing', 'analytics', 'data tools', 'telecom networks', 'SMS protocols', 'regulations']",['data tools'],"['telecom', 'computer science']","['leadership', 'communication', 'collaboration', 'continuous improvement', 'adaptability']",[],bachelor,telecom/computer science,"['Browsing, searching and filtering data, information and digital content', 'Evaluating data, information and digital content', 'Managing data, information and digital content', 'Collaborating through digital technologies']",[],ok
257,CY54,SECURITY SYSTEMS TECHNICIAN,Cyprus,741,Electrical Equipment Installers and Repairers,"['installation of security systems', 'maintenance of security systems', 'monitoring of security systems', 'basic knowledge of electronics', 'driving']",[],"['security systems', 'electronics', 'electrical engineering']","['willingness to learn', 'team spirit', 'responsibility']",[],other,electrical engineering or related field,[],[],ok
258,CY55,TECHNICIANS,Cyprus,351,Information and Communications Technology Operations and User Support Technicians,"['Repairs to hospital building', 'Information systems', 'Telephony', 'Air conditioning systems']",[],"['Hospital building maintenance', 'Information systems', 'Telephony', 'Air conditioning systems']",[],[],,,[],[],ok
259,CY56,HELPERS INSTALLERS OF ELECTRICAL ALARM SYSTEMS,Cyprus,741,Electrical Equipment Installers and Repairers,[],[],[],"['friendliness', 'positivity']",[],,,[],[],ok
260,CY57,WOOD MACHINERY OPERATORS,Cyprus,817,Wood Processing and Papermaking Plant Operators,['CNC wood machining'],[],[],"['laborious', 'honest', 'good character']","['English', 'Greek']",,,[],[],ok
261,CY58,PACKAGING AND MACHINE WORKERS,Cyprus,818,Other Stationary Plant and Machine Operators,"['production in packaging', 'machine operation']",[],"['packaging production', 'shift work']",['adaptability'],"['Greek', 'English']",,,[],[],ok
262,CY59,Food Safety Specialist,Cyprus,213,Life Science Professionals,"['Conducting audits', 'Investigating complaints', 'Recording complaints', 'Solving complaints', 'Managing non-conformances', 'Ensuring compliance with food safety legislation', 'Food safety standards knowledge', 'Allergens analysis', 'Microbiological analysis']",[],"['Food safety', 'Food safety legislation', 'Food industry quality guidelines']","['Teamwork', 'Attention to detail']",[],,,"['Managing data, information and digital content', 'Browsing, searching and filtering data, information and digital content']",[],ok
263,CY60,COMPUTER SCIENCE GRADUATE / JUNIOR IT SPECIALIST,Cyprus,251,Software and Applications Developers and Analysts,"['IT operations', 'Software development', 'Technical support', 'Basic knowledge of networks', 'Basic knowledge of databases', 'Basic knowledge of operating systems', 'Problem-solving ability']",[],['Computer science'],"['Problem-solving ability', 'Enthusiasm']",[],bachelor,Computer science or related field,[],[],ok
264,CY61,LABORATORY ASSISTANT,Cyprus,314,Life Science Technicians and Related Associate Professionals,"['production of substrates', 'warehouse work', 'attention to detail']",[],['microorganisms'],"['flexibility', 'pleasant personality', 'discretion', 'hardworking']",[],,,[],[],ok
265,CY62,CHEMIST,Cyprus,213,Life Science Professionals,"['analyses', 'validation', 'development of methods', 'sampling']",[],"['chemistry', 'analytical laboratory']",[],[],bachelor,chemistry,[],[],ok
266,CY63,BIOLOGIST,Cyprus,213,Life Science Professionals,"['conducting analyses', 'validation', 'development of methods']",[],"['biology', 'microbiology']","['hard working', 'discretion']",[],bachelor,biology,[],[],ok
267,CY64,SAMPLER,Cyprus,314,Life Science Technicians and Related Associate Professionals,"['Sampling of food', 'Sampling of water', 'Sampling of pollutant gases', 'Sampling of wastewater']",[],"['Food safety', 'Environmental monitoring']","['Politeness', 'Pleasantness', 'Hard working', 'Discretion']",[],,,[],[],ok
268,CY65,MARBLE CUTTING TECHNICIAN,Cyprus,711,Building Frame and Related Trades Workers,"['cutting marble', 'shaping marble', 'finishing marble', 'cutting granite', 'shaping granite', 'finishing granite', 'handling cutting machines', 'reading plans']","['cutting machines', 'cutting tools']","['stone processing', 'production collaboration', 'installation techniques', 'design coordination']","['collaboration', 'attention to detail']",[],,,['collaborating through digital technologies'],[],ok
269,CY66,MOLDING ASSISTANT,Cyprus,821,Assemblers,[],[],[],"['consistency', 'responsibility', 'pleasant personality', 'team spirit']","['Greek', 'English']",,,[],[],ok
270,CY67,TECHNICIAN A - MOULDER,Cyprus,931,Mining and Construction Labourers,"['Construction of concrete forms', 'Installation of concrete forms', 'Dismantling of concrete forms', 'Reading plans and technical specifications']",[],['Concrete formwork'],"['Consistency', 'Responsibility', 'Pleasant personality', 'Team spirit']","['Greek', 'English']",,,[],[],ok
271,CY68,CONCRETE WORKER,Cyprus,931,Mining and Construction Labourers,"['Mixing concrete', 'Transporting concrete', 'Pouring concrete', 'Leveling concrete surfaces', 'Compaction of concrete', 'Finishing concrete surfaces', 'Quality control of concrete', 'Density control of concrete', 'Reading technical plans', 'Finishing techniques']",['Tools for concrete finishing'],"['Concrete technology', 'Technical plans interpretation']",[],[],,,[],[],ok
