isco_3_digit_label,noun_phrase,mean_tfidf,rank
Machinery Mechanics and Repairers,mechanic,0.018301807954796082,20.0
Manufacturing Labourers,work,0.06312901459920761,1.0
Manufacturing Labourers,packaging,0.0413673331553565,2.0
Manufacturing Labourers,tires,0.036365773724808946,3.0
Manufacturing Labourers,tasks,0.035936310830930705,4.0
Manufacturing Labourers,home_option,0.03521362018947356,5.0
Manufacturing Labourers,machines,0.03493199437872908,6.0
Manufacturing Labourers,semi-finished_products,0.031934791197764,7.0
Manufacturing Labourers,accuracy,0.03079200609936487,8.0
Manufacturing Labourers,experience,0.029960930536329016,9.0
Manufacturing Labourers,willingness,0.029616445964618158,10.0
Manufacturing Labourers,possibility,0.028465891794068672,11.0
Manufacturing Labourers,permanent_employment,0.028100570781511815,12.0
Manufacturing Labourers,home,0.028065240413285824,13.0
Manufacturing Labourers,other_requirements,0.028037855128841244,14.0
Manufacturing Labourers,production,0.02743455654008368,15.0
Manufacturing Labourers,competitive_salary,0.027325796091720398,16.0
Manufacturing Labourers,waste,0.026239609913246083,17.0
Manufacturing Labourers,istanbul,0.025601401512512417,18.0
Manufacturing Labourers,materials,0.02555293907291639,19.0
Manufacturing Labourers,good_working_conditions,0.025322145805909614,20.0
"Manufacturing, Mining, Construction and Distribution Managers",experience,0.037001720317864535,1.0
"Manufacturing, Mining, Construction and Distribution Managers",planning,0.029064361373829613,2.0
"Manufacturing, Mining, Construction and Distribution Managers",projects,0.028097487968110988,3.0
"Manufacturing, Mining, Construction and Distribution Managers",quality,0.02677477594501601,4.0
"Manufacturing, Mining, Construction and Distribution Managers",production,0.024460427801621817,5.0
"Manufacturing, Mining, Construction and Distribution Managers",knowledge,0.02424153800460709,6.0
"Manufacturing, Mining, Construction and Distribution Managers",coordination,0.02369185703555567,7.0
"Manufacturing, Mining, Construction and Distribution Managers",management,0.021863618698492293,8.0
"Manufacturing, Mining, Construction and Distribution Managers",construction,0.019554400431764124,9.0
"Manufacturing, Mining, Construction and Distribution Managers",autocad,0.019010341924217543,10.0
"Manufacturing, Mining, Construction and Distribution Managers",clients,0.018436500548453947,11.0
"Manufacturing, Mining, Construction and Distribution Managers",organization,0.018213319321699416,12.0
"Manufacturing, Mining, Construction and Distribution Managers",safety,0.018124649162336585,13.0
"Manufacturing, Mining, Construction and Distribution Managers",control,0.01771301563660132,14.0
"Manufacturing, Mining, Construction and Distribution Managers",deadlines,0.017677502158968756,15.0
"Manufacturing, Mining, Construction and Distribution Managers",project_management,0.01722088527473727,16.0
"Manufacturing, Mining, Construction and Distribution Managers",preparation,0.016502474826081238,17.0
"Manufacturing, Mining, Construction and Distribution Managers",work,0.01639620560818395,18.0
"Manufacturing, Mining, Construction and Distribution Managers",subcontractors,0.016078803350589154,19.0
"Manufacturing, Mining, Construction and Distribution Managers",compliance,0.01606743713107925,20.0
Material Recording and Transport Clerks,goods,0.1249638472974778,1.0
Material Recording and Transport Clerks,materials,0.05803222679066836,2.0
Material Recording and Transport Clerks,products,0.048772615312587045,3.0
Material Recording and Transport Clerks,instructions,0.04551824733763085,4.0
Material Recording and Transport Clerks,part,0.04324879874245555,5.0
Material Recording and Transport Clerks,your_tasks,0.04174132686685187,6.0
Material Recording and Transport Clerks,personnel,0.03983456470997754,7.0
Material Recording and Transport Clerks,records,0.03865145722799905,8.0
Material Recording and Transport Clerks,willingness,0.03777787932197164,9.0
Material Recording and Transport Clerks,good_working_conditions,0.037436328435125704,10.0
Material Recording and Transport Clerks,at_least_2_years,0.0366012693034057,11.0
Material Recording and Transport Clerks,m/f/x,0.03547941106241607,12.0
Material Recording and Transport Clerks,production,0.03336525113339537,13.0
Material Recording and Transport Clerks,equipment,0.032600283560850235,14.0
Material Recording and Transport Clerks,shipping,0.03232997407076442,15.0
Material Recording and Transport Clerks,work,0.03179244354305116,16.0
Material Recording and Transport Clerks,adecco,0.031753034037816937,17.0
Material Recording and Transport Clerks,organization,0.031163656908084217,18.0
Material Recording and Transport Clerks,completed_military_service,0.028206827671044116,19.0
Material Recording and Transport Clerks,teamwork,0.026905494644075607,20.0
"Mathematicians, Actuaries and Statisticians",data,0.0488990297464504,1.0
"Mathematicians, Actuaries and Statisticians",statistics,0.048428839642477205,2.0
"Mathematicians, Actuaries and Statisticians",mathematics,0.04832877993596853,3.0
"Mathematicians, Actuaries and Statisticians",experience,0.034427797974711724,4.0
"Mathematicians, Actuaries and Statisticians",python,0.03219405751079059,5.0
"Mathematicians, Actuaries and Statisticians",research,0.028126841307321588,6.0
"Mathematicians, Actuaries and Statisticians",management,0.02764729675516755,7.0
"Mathematicians, Actuaries and Statisticians",computer_science,0.02620828773720273,8.0
"Mathematicians, Actuaries and Statisticians",knowledge,0.024723880971468947,9.0
"Mathematicians, Actuaries and Statisticians",data_science,0.0244638948153259,10.0
"Mathematicians, Actuaries and Statisticians",english,0.024175582390405393,11.0
"Mathematicians, Actuaries and Statisticians",applications,0.024157236647014996,12.0
"Mathematicians, Actuaries and Statisticians",part,0.023849331052072736,13.0
"Mathematicians, Actuaries and Statisticians",development,0.02369269634004101,14.0
"Mathematicians, Actuaries and Statisticians",machine_learning,0.022930901563205916,15.0
"Mathematicians, Actuaries and Statisticians",sql,0.02251136270372736,16.0
"Mathematicians, Actuaries and Statisticians",candidates,0.02129880426779613,17.0
"Mathematicians, Actuaries and Statisticians",risk_management,0.021042778478516707,18.0
"Mathematicians, Actuaries and Statisticians",data_analysis,0.020692806241192473,19.0
"Mathematicians, Actuaries and Statisticians",bioinformatics,0.01989821553374716,20.0
Medical and Pharmaceutical Technicians,work,0.023812435184504828,1.0
Medical and Pharmaceutical Technicians,candidates,0.023375462853806594,2.0
Medical and Pharmaceutical Technicians,experience,0.022067276411426397,3.0
Medical and Pharmaceutical Technicians,ability,0.021337285134520465,4.0
Medical and Pharmaceutical Technicians,education,0.021182548991527547,5.0
Medical and Pharmaceutical Technicians,samples,0.021142342290041582,6.0
Medical and Pharmaceutical Technicians,maintenance,0.02112810284386365,7.0
Medical and Pharmaceutical Technicians,instructions,0.020100554185060782,8.0
Medical and Pharmaceutical Technicians,patients,0.01948604137158721,9.0
Medical and Pharmaceutical Technicians,equipment,0.017979777547688158,10.0
Medical and Pharmaceutical Technicians,safety,0.017256448115684848,11.0
Medical and Pharmaceutical Technicians,training,0.016165046269125252,12.0
Medical and Pharmaceutical Technicians,knowledge,0.015281744196977256,13.0
Medical and Pharmaceutical Technicians,employment,0.015069838027822826,14.0
Medical and Pharmaceutical Technicians,laboratory,0.014990743555308475,15.0
Medical and Pharmaceutical Technicians,requirements,0.014666701111856677,16.0
Medical and Pharmaceutical Technicians,compliance,0.01436802991760045,17.0
Medical and Pharmaceutical Technicians,analyses,0.014241208932771915,18.0
Medical and Pharmaceutical Technicians,air_conditioning,0.014117632234802694,19.0
Medical and Pharmaceutical Technicians,tests,0.014112725824389303,20.0
Metal Processing and Finishing Plant Operators,our_part,0.1301864141153535,1.0
Metal Processing and Finishing Plant Operators,remote_work_option,0.12441917688118939,2.0
Metal Processing and Finishing Plant Operators,other_requirements,0.10148774030958628,3.0
Metal Processing and Finishing Plant Operators,profile,0.09176567595256822,4.0
Metal Processing and Finishing Plant Operators,ing,0.07653718818584537,5.0
Metal Processing and Finishing Plant Operators,their_team,0.07333938339924151,6.0
Metal Processing and Finishing Plant Operators,phone,0.06672527231403734,7.0
Metal Processing and Finishing Plant Operators,adjustments,0.05583041352195619,8.0
Metal Processing and Finishing Plant Operators,drawings,0.0550443769348564,9.0
Metal Processing and Finishing Plant Operators,tooling,0.054123805846714744,10.0
Metal Processing and Finishing Plant Operators,monday,0.050529558476123726,11.0
Metal Processing and Finishing Plant Operators,salary,0.048909253384029586,12.0
Metal Processing and Finishing Plant Operators,job_responsibilities,0.0483225382299296,13.0
Metal Processing and Finishing Plant Operators,friday,0.045874243084454175,14.0
Metal Processing and Finishing Plant Operators,technical_understanding,0.04560249093283612,15.0
Metal Processing and Finishing Plant Operators,short_decision-making_paths,0.04469973298352184,16.0
Metal Processing and Finishing Plant Operators,production,0.04010617714321269,17.0
Metal Processing and Finishing Plant Operators,your_profile,0.03996268209117797,18.0
Metal Processing and Finishing Plant Operators,materials,0.039150579568459826,19.0
Metal Processing and Finishing Plant Operators,experience,0.03835994437716003,20.0
Mining and Construction Labourers,concrete,0.05350676444479013,1.0
Mining and Construction Labourers,requirements,0.05283484630421631,2.0
Mining and Construction Labourers,construction,0.04859292993104346,3.0
Mining and Construction Labourers,job_responsibilities,0.04224278929172207,4.0
Mining and Construction Labourers,work,0.040007207203353,5.0
Mining and Construction Labourers,workers,0.03954316368762682,6.0
Mining and Construction Labourers,individuals,0.03650429873033064,7.0
Mining and Construction Labourers,occupational_health_and_safety_rules,0.03538255209554063,8.0
Mining and Construction Labourers,use,0.034822072491466356,9.0
Mining and Construction Labourers,polish,0.033260975049154096,10.0
Mining and Construction Labourers,probationary_work,0.03106827813005951,11.0
Mining and Construction Labourers,application_method,0.029525038770017758,12.0
Mining and Construction Labourers,preparation,0.028454111088034313,13.0
Mining and Construction Labourers,materials,0.027895222185694155,14.0
Mining and Construction Labourers,candidates,0.02781150892879941,15.0
Mining and Construction Labourers,foundations,0.02746040753454164,16.0
Mining and Construction Labourers,fixed_term,0.02596880576735732,17.0
Mining and Construction Labourers,education,0.02583970632786579,18.0
Mining and Construction Labourers,phone,0.025559734293961925,19.0
Mining and Construction Labourers,construction_sites,0.024856373855120528,20.0
Mining and Mineral Processing Plant Operators,machine,0.07355880382213573,1.0
Mining and Mineral Processing Plant Operators,experience,0.06835864078419436,2.0
Mining and Mineral Processing Plant Operators,application_method,0.06783612848937544,3.0
Mining and Mineral Processing Plant Operators,polish,0.06345789841688156,4.0
Mining and Mineral Processing Plant Operators,operators,0.060741833237478955,5.0
Mining and Mineral Processing Plant Operators,generators,0.05710500155737181,6.0
Mining and Mineral Processing Plant Operators,education,0.05432955265055471,7.0
Mining and Mineral Processing Plant Operators,persons,0.04727263570072468,8.0
Mining and Mineral Processing Plant Operators,duties,0.046334590899624765,9.0
Mining and Mineral Processing Plant Operators,operation,0.04406888465547395,10.0
Mining and Mineral Processing Plant Operators,requirements,0.041963888907705534,11.0
Mining and Mineral Processing Plant Operators,necessary_information,0.040800906379770824,12.0
Mining and Mineral Processing Plant Operators,inventories,0.03946977260870736,13.0
Mining and Mineral Processing Plant Operators,high_school,0.03479285027671632,14.0
Mining and Mineral Processing Plant Operators,scope,0.03459703033102319,15.0
Mining and Mineral Processing Plant Operators,2-3_years,0.03278669124160956,16.0
Mining and Mineral Processing Plant Operators,products,0.03260493078490789,17.0
Mining and Mineral Processing Plant Operators,good_command,0.03244342848623306,18.0
Mining and Mineral Processing Plant Operators,travel_expenses,0.03212743212832125,19.0
Mining and Mineral Processing Plant Operators,applications,0.03204414780038879,20.0
"Mining, Manufacturing and Construction Supervisors",production,0.044652483749543594,1.0
"Mining, Manufacturing and Construction Supervisors",work,0.04306999187671047,2.0
"Mining, Manufacturing and Construction Supervisors",knowledge,0.03420106004103088,3.0
"Mining, Manufacturing and Construction Supervisors",behalf,0.03358034469331263,4.0
"Mining, Manufacturing and Construction Supervisors",fortes_engineering,0.033041884484065115,5.0
"Mining, Manufacturing and Construction Supervisors",quality,0.031099377809708024,6.0
"Mining, Manufacturing and Construction Supervisors",compliance,0.03012170198305584,7.0
"Mining, Manufacturing and Construction Supervisors",maria_ioakim,0.027969912850577597,8.0
"Mining, Manufacturing and Construction Supervisors",coordination,0.02702521786369541,9.0
"Mining, Manufacturing and Construction Supervisors",supervision,0.026049406678586084,10.0
"Mining, Manufacturing and Construction Supervisors",employees,0.025508759536607976,11.0
"Mining, Manufacturing and Construction Supervisors",experience,0.025355176593347094,12.0
"Mining, Manufacturing and Construction Supervisors",order,0.024800078708268804,13.0
"Mining, Manufacturing and Construction Supervisors",responsibility,0.02475162857210368,14.0
"Mining, Manufacturing and Construction Supervisors",organization,0.021940212405965328,15.0
"Mining, Manufacturing and Construction Supervisors",civil_engineering,0.02146658711739283,16.0
"Mining, Manufacturing and Construction Supervisors",duties,0.02069791071801144,17.0
"Mining, Manufacturing and Construction Supervisors",professional_experience,0.020314978180516103,18.0
"Mining, Manufacturing and Construction Supervisors",customers,0.019890176985596232,19.0
"Mining, Manufacturing and Construction Supervisors",communication,0.019465248107190074,20.0
Mobile Plant Operators,prodromos_chrysanthou,0.072748794554717,1.0
Mobile Plant Operators,proper_functioning,0.06763870809382852,2.0
Mobile Plant Operators,operation,0.06746988431979199,3.0
Mobile Plant Operators,punctuality,0.06295204407106676,4.0
Mobile Plant Operators,equipment,0.06186415319838513,5.0
Mobile Plant Operators,responsibilities,0.05555555555555555,6.0
Mobile Plant Operators,inspection,0.05317355084631278,7.0
Mobile Plant Operators,maintenance,0.05279812463640704,8.0
Mobile Plant Operators,professionalism,0.04867532768237347,9.0
Mobile Plant Operators,machinery,0.045484481922147435,10.0
Mobile Plant Operators,job,0.04387217232787161,11.0
Mobile Plant Operators,placement,0.04381908080127646,12.0
Mobile Plant Operators,english_language,0.04211905667411862,13.0
Mobile Plant Operators,unloading,0.03986941586665928,14.0
Mobile Plant Operators,experience,0.03890386413053901,15.0
Mobile Plant Operators,part,0.037883545742127586,16.0
Mobile Plant Operators,copy,0.03658412763578507,17.0
Mobile Plant Operators,others,0.03504101962857294,18.0
Mobile Plant Operators,construction_materials,0.03485488207505759,19.0
Mobile Plant Operators,problems,0.03433381950756023,20.0
Other Clerical Support Workers,documents,0.04607369409126632,1.0
Other Clerical Support Workers,brands,0.03676288080408038,2.0
Other Clerical Support Workers,fortes_engineering,0.0320521213540281,3.0
Other Clerical Support Workers,organization,0.031798679562155915,4.0
Other Clerical Support Workers,turkey,0.029635776889319163,5.0
Other Clerical Support Workers,tasks,0.028474593741802244,6.0
Other Clerical Support Workers,email,0.02496451559783714,7.0
Other Clerical Support Workers,orders,0.024891901488323737,8.0
Other Clerical Support Workers,military_service,0.024468509236723824,9.0
Other Clerical Support Workers,compliance,0.024195011323292805,10.0
Other Clerical Support Workers,front,0.02209967253205541,11.0
Other Clerical Support Workers,games,0.021229342397219478,12.0
Other Clerical Support Workers,behavior,0.020709440492982328,13.0
Other Clerical Support Workers,training,0.020566934991335106,14.0
Other Clerical Support Workers,invoices,0.02040816326530612,15.0
Other Clerical Support Workers,monitors,0.02040816326530612,15.0
Other Clerical Support Workers,requirements,0.020352876059747015,16.0
Other Clerical Support Workers,phone,0.02030853855031007,17.0
Other Clerical Support Workers,customers,0.019891781371299325,18.0
Other Clerical Support Workers,disabilities,0.01938314269539867,19.0
Other Clerical Support Workers,ability,0.019165611047189467,20.0
Other Craft and Related Workers,diligence,0.13170264195121614,1.0
Other Craft and Related Workers,windows,0.1297880480742069,2.0
Other Craft and Related Workers,remote_work_option,0.12362599706077491,3.0
Other Craft and Related Workers,work,0.0983723968077132,4.0
Other Craft and Related Workers,electrical_components,0.0936526186667547,5.0
Other Craft and Related Workers,sketches,0.09262643031480268,6.0
Other Craft and Related Workers,job_responsibilities,0.09048987765201912,7.0
Other Craft and Related Workers,technical_standards,0.08996438771610386,8.0
Other Craft and Related Workers,cables,0.08918714913238102,9.0
Other Craft and Related Workers,cutting,0.08845434910345343,10.0
Other Craft and Related Workers,interpretation,0.08107788720215175,11.0
Other Craft and Related Workers,site,0.07854986209803254,12.0
Other Craft and Related Workers,projects,0.07749460899053205,13.0
Other Craft and Related Workers,work_instructions,0.07728988524041189,14.0
Other Craft and Related Workers,opportunities,0.0769465997436891,15.0
Other Craft and Related Workers,our_team,0.07541357757427142,16.0
Other Craft and Related Workers,finished_products,0.07460922170855963,17.0
Other Craft and Related Workers,locations,0.07069419820893763,18.0
Other Craft and Related Workers,experience,0.0656409297117528,19.0
Other Craft and Related Workers,responsibility,0.0624863286330343,20.0
Other Elementary Workers,none,0.04590387276841817,1.0
Other Elementary Workers,waste,0.03805727565821481,2.0
Other Elementary Workers,surfaces,0.0356985641991988,3.0
Other Elementary Workers,works,0.03333333333333333,4.0
Other Elementary Workers,cleaning,0.031609609894926685,5.0
Other Elementary Workers,research_results,0.03106184656339649,6.0
Other Elementary Workers,guests,0.030998942517137744,7.0
Other Elementary Workers,job_responsibilities,0.030906374392784104,8.0
Other Elementary Workers,application_method,0.029993215960263428,9.0
Other Elementary Workers,machines,0.02835112115041857,10.0
Other Elementary Workers,order,0.028016687116382496,11.0
Other Elementary Workers,transportation,0.02698092617460029,12.0
Other Elementary Workers,types,0.026206627589637568,13.0
Other Elementary Workers,learning,0.026178901320433153,14.0
Other Elementary Workers,supplies,0.025831633952224622,15.0
Other Elementary Workers,high_level,0.025700689370587556,16.0
Other Elementary Workers,cleanliness,0.024931484316942,17.0
Other Elementary Workers,someone,0.024275062483200334,18.0
Other Elementary Workers,heights,0.023543419296769744,19.0
Other Elementary Workers,resources,0.022830476122465342,20.0
Other Health Associate Professionals,health,0.1144570624593213,1.0
Other Health Associate Professionals,children,0.08484508407587689,2.0
Other Health Associate Professionals,education,0.053339892975779624,3.0
Other Health Associate Professionals,updating,0.05131977350415487,4.0
Other Health Associate Professionals,healthcare,0.04928723770967086,5.0
Other Health Associate Professionals,empathy,0.04891826362411824,6.0
Other Health Associate Professionals,procedures,0.04550325696344539,7.0
Other Health Associate Professionals,ability,0.04333900233822857,8.0
Other Health Associate Professionals,instructions,0.04227024230507288,9.0
Other Health Associate Professionals,nutrition,0.03864462534188765,10.0
Other Health Associate Professionals,life,0.03799967835004423,11.0
Other Health Associate Professionals,cooperation,0.037741394287597214,12.0
Other Health Associate Professionals,order,0.03633505774099489,13.0
Other Health Associate Professionals,equivalent_qualification,0.035465850302938855,14.0
Other Health Associate Professionals,hygiene,0.035002230889026015,15.0
Other Health Associate Professionals,india,0.0346734549147636,16.0
Other Health Associate Professionals,environmental_standards,0.03457135657682984,17.0
Other Health Associate Professionals,meals,0.034192133003437375,18.0
Other Health Associate Professionals,preparation,0.032445963066152037,19.0
Other Health Associate Professionals,interaction,0.0320306140172576,20.0
Other Stationary Plant and Machine Operators,operation,0.05313133577905496,1.0
Other Stationary Plant and Machine Operators,work,0.04334279373039099,2.0
Other Stationary Plant and Machine Operators,precision,0.037191973856075145,3.0
Other Stationary Plant and Machine Operators,experience,0.03532633263938735,4.0
Other Stationary Plant and Machine Operators,maintenance,0.034144715756044185,5.0
Other Stationary Plant and Machine Operators,them,0.03244290499240373,6.0
Other Stationary Plant and Machine Operators,drawings,0.031700948296785075,7.0
Other Stationary Plant and Machine Operators,equipment,0.029076346800853522,8.0
Other Stationary Plant and Machine Operators,good_knowledge,0.02866402972095068,9.0
Other Stationary Plant and Machine Operators,cnc_machines,0.028354689641577894,10.0
Other Stationary Plant and Machine Operators,prodromos_chrysanthou,0.02808072156420922,11.0
Other Stationary Plant and Machine Operators,shifts,0.027541042569538668,12.0
Other Stationary Plant and Machine Operators,room,0.02631578947368421,13.0
Other Stationary Plant and Machine Operators,goods,0.025686393581081313,14.0
Other Stationary Plant and Machine Operators,responsibility,0.025610810382654975,15.0
Other Stationary Plant and Machine Operators,machines,0.02517261394280219,16.0
Other Stationary Plant and Machine Operators,tools,0.02510189843395019,17.0
Other Stationary Plant and Machine Operators,applications,0.024151524283550968,18.0
Other Stationary Plant and Machine Operators,shift_work,0.02323846052733911,19.0
Other Stationary Plant and Machine Operators,previous_experience,0.022290540638545898,20.0
"Painters, Building Structure Cleaners and Related Trades Workers",eures_advisor,0.17794643474685085,1.0
"Painters, Building Structure Cleaners and Related Trades Workers",maria_pitsillidou,0.17559916389574512,2.0
"Painters, Building Structure Cleaners and Related Trades Workers",phone_number,0.115739436799074,3.0
"Painters, Building Structure Cleaners and Related Trades Workers",+45,0.11125426480171535,4.0
"Painters, Building Structure Cleaners and Related Trades Workers",your_role,0.10983061048652613,5.0
"Painters, Building Structure Cleaners and Related Trades Workers",flexibility,0.10088783444318952,6.0
"Painters, Building Structure Cleaners and Related Trades Workers",exciting_projects,0.09727925390587376,7.0
"Painters, Building Structure Cleaners and Related Trades Workers",techniques,0.09478490740921826,8.0
"Painters, Building Structure Cleaners and Related Trades Workers",customized_solutions,0.08481837515061239,9.0
"Painters, Building Structure Cleaners and Related Trades Workers",one_shift,0.08481837515061239,9.0
"Painters, Building Structure Cleaners and Related Trades Workers",each_employee,0.08381996519786732,10.0
"Painters, Building Structure Cleaners and Related Trades Workers",metal,0.07686487449666098,11.0
"Painters, Building Structure Cleaners and Related Trades Workers",two_shifts,0.07686487449666098,11.0
"Painters, Building Structure Cleaners and Related Trades Workers",detail,0.07656863825415981,12.0
"Painters, Building Structure Cleaners and Related Trades Workers",requirements,0.07511320651869782,13.0
"Painters, Building Structure Cleaners and Related Trades Workers",mechanics,0.07176718363773396,14.0
"Painters, Building Structure Cleaners and Related Trades Workers",materials,0.06597205174688066,15.0
"Painters, Building Structure Cleaners and Related Trades Workers",email,0.06480387358589312,16.0
"Painters, Building Structure Cleaners and Related Trades Workers",experience,0.05621384342252228,17.0
"Painters, Building Structure Cleaners and Related Trades Workers",friday,0.05499257473358225,18.0
"Painters, Building Structure Cleaners and Related Trades Workers",gi_group_s_specialization,0.05050797698021802,19.0
"Painters, Building Structure Cleaners and Related Trades Workers",high-quality_components,0.05050797698021802,19.0
"Painters, Building Structure Cleaners and Related Trades Workers",all_our_job_listings,0.05002065916031065,20.0
Physical and Earth Science Professionals,research,0.05861534789625545,1.0
Physical and Earth Science Professionals,experience,0.04392843722770225,2.0
Physical and Earth Science Professionals,list,0.03845711846499621,3.0
Physical and Earth Science Professionals,applications,0.033054623105531616,4.0
Physical and Earth Science Professionals,part,0.03163403777747927,5.0
Physical and Earth Science Professionals,publications,0.027754961816285496,6.0
Physical and Earth Science Professionals,ability,0.02747733926614746,7.0
Physical and Earth Science Professionals,science,0.027206983517871645,8.0
Physical and Earth Science Professionals,english,0.027051420855424505,9.0
Physical and Earth Science Professionals,materials_science,0.023573941478771326,10.0
Physical and Earth Science Professionals,dtu,0.022413441545554195,11.0
Physical and Earth Science Professionals,aarhus_university,0.022290788237372558,12.0
Physical and Earth Science Professionals,physics,0.02225665531846532,13.0
Physical and Earth Science Professionals,materials,0.021733793637514844,14.0
Physical and Earth Science Professionals,natural_sciences,0.020944504453411245,15.0
Physical and Earth Science Professionals,applicants,0.02088467335495468,16.0
Physical and Earth Science Professionals,technology,0.020865224901202288,17.0
Physical and Earth Science Professionals,our_workforce,0.020844649905570778,18.0
Physical and Earth Science Professionals,chemistry,0.020769393514556284,19.0
Physical and Earth Science Professionals,education,0.020684460790327663,20.0
Physical and Engineering Science Technicians,maintenance,0.04208379922224554,1.0
Physical and Engineering Science Technicians,equipment,0.02847168349166913,2.0
Physical and Engineering Science Technicians,experience,0.027079876334551802,3.0
Physical and Engineering Science Technicians,repair,0.025176093846696165,4.0
Physical and Engineering Science Technicians,responsibility,0.023915733308687914,5.0
Physical and Engineering Science Technicians,knowledge,0.02358428757097972,6.0
Physical and Engineering Science Technicians,machines,0.021961463430482508,7.0
Physical and Engineering Science Technicians,production,0.021745435635285332,8.0
Physical and Engineering Science Technicians,shifts,0.0206904378203898,9.0
Physical and Engineering Science Technicians,work,0.018946981520837188,10.0
Physical and Engineering Science Technicians,candidates,0.018809692933295576,11.0
Physical and Engineering Science Technicians,quality_control,0.018643400152436446,12.0
Physical and Engineering Science Technicians,training,0.018518323609187325,13.0
Physical and Engineering Science Technicians,ability,0.018175003146923694,14.0
Physical and Engineering Science Technicians,mechatronics,0.01730408631732541,15.0
Physical and Engineering Science Technicians,compliance,0.016681122233204584,16.0
Physical and Engineering Science Technicians,parts,0.015754401966398456,17.0
Physical and Engineering Science Technicians,heating,0.015272173544529663,18.0
Physical and Engineering Science Technicians,ventilation,0.015131944212158672,19.0
Physical and Engineering Science Technicians,repairs,0.014733797981202312,20.0
Printing Trades Workers,machines,0.06277108132529353,1.0
Printing Trades Workers,ireland,0.04918579395095367,2.0
Printing Trades Workers,cnc_machines,0.04792328538746999,3.0
Printing Trades Workers,parts,0.04156319988098513,4.0
Printing Trades Workers,operation,0.04156147902095105,5.0
Printing Trades Workers,oil,0.038461538461538464,6.0
Printing Trades Workers,files,0.03829271408981191,7.0
Printing Trades Workers,your_eligibility,0.03570265842932621,8.0
Printing Trades Workers,polish,0.03334436743580603,9.0
Printing Trades Workers,responsibility,0.033161016244234405,10.0
Printing Trades Workers,understanding,0.031341807606900314,11.0
Printing Trades Workers,milling_machines,0.03130933133403048,12.0
Printing Trades Workers,hours,0.029322961137997608,13.0
Printing Trades Workers,production_equipment,0.029065123968267586,14.0
Printing Trades Workers,our_company,0.027619174962966637,15.0
Printing Trades Workers,requirements,0.026859835905632512,16.0
Printing Trades Workers,knowledge,0.026770957422893822,17.0
Printing Trades Workers,cleaning,0.026186559765882814,18.0
Printing Trades Workers,order,0.02571236746937266,19.0
Printing Trades Workers,quality_standards,0.025415047275805368,20.0
Process Control Technicians,case,0.14022111975796925,1.0
Process Control Technicians,workers,0.11387266942840946,2.0
Process Control Technicians,prodromos_chrysanthou,0.10737208382849853,3.0
Process Control Technicians,continuous_improvement,0.0982792210440173,4.0
Process Control Technicians,parameters,0.09811625220427811,5.0
Process Control Technicians,copy,0.09503969183008724,6.0
Process Control Technicians,cleanliness,0.09053577337848392,7.0
Process Control Technicians,food_safety,0.08865361597289827,8.0
Process Control Technicians,sampling,0.08719008171821784,9.0
Process Control Technicians,hygiene,0.08411497789886865,10.0
Process Control Technicians,monitor,0.08403221899581378,11.0
Process Control Technicians,repair,0.0804469250401538,12.0
Process Control Technicians,your_missions,0.0729312189691371,13.0
Process Control Technicians,1800_eur,0.053766420295489045,14.0
Process Control Technicians,technical_thinking,0.05255132277879683,15.0
Process Control Technicians,willingness,0.05161536596269436,16.0
Process Control Technicians,trade,0.0506000570878896,17.0
Process Control Technicians,technical_maintenance,0.04979103770181801,18.0
Process Control Technicians,product_specifications,0.048913471252556684,19.0
Process Control Technicians,three_shifts,0.04869053843013514,20.0
"Rubber, Plastic and Paper Products Machine Operators",machines,0.08697972819331554,1.0
"Rubber, Plastic and Paper Products Machine Operators",work,0.048126616364022046,2.0
"Rubber, Plastic and Paper Products Machine Operators",production,0.043394269996560285,3.0
"Rubber, Plastic and Paper Products Machine Operators",attention,0.03667314173565701,4.0
"Rubber, Plastic and Paper Products Machine Operators",candidates,0.03413207200401959,5.0
"Rubber, Plastic and Paper Products Machine Operators",responsibility,0.03363650701410299,6.0
"Rubber, Plastic and Paper Products Machine Operators",adjustment,0.031546623571105624,7.0
"Rubber, Plastic and Paper Products Machine Operators",equipment,0.030991232044093566,8.0
"Rubber, Plastic and Paper Products Machine Operators",willingness,0.028853467567228716,9.0
"Rubber, Plastic and Paper Products Machine Operators",operation,0.028276711016765804,10.0
"Rubber, Plastic and Paper Products Machine Operators",shifts,0.027956688228933914,11.0
"Rubber, Plastic and Paper Products Machine Operators",finished_products,0.02338765493729276,12.0
"Rubber, Plastic and Paper Products Machine Operators",ability,0.023203414388503173,13.0
"Rubber, Plastic and Paper Products Machine Operators",part,0.023047189314916092,14.0
"Rubber, Plastic and Paper Products Machine Operators",materials,0.022629090782081154,15.0
"Rubber, Plastic and Paper Products Machine Operators",experience,0.022349830206425874,16.0
"Rubber, Plastic and Paper Products Machine Operators",assembly,0.021544311241195116,17.0
"Rubber, Plastic and Paper Products Machine Operators",sustainability,0.021102675926017018,18.0
"Rubber, Plastic and Paper Products Machine Operators",previous_experience,0.021015872726544114,19.0
"Rubber, Plastic and Paper Products Machine Operators",training,0.020461796263400472,20.0
"Sales, Marketing and Development Managers",sales,0.058819072371995275,1.0
"Sales, Marketing and Development Managers",experience,0.03952071569343147,2.0
"Sales, Marketing and Development Managers",customers,0.033156089137992825,3.0
