job_id,job_title,date,company_name,country,country_code,region,coordinates,full_description,isco_3_digit,isco_3_digit_label,isco_4_digit,isco_4_digit_label,phd_context_valid,master_context_valid,phd_field,master_field,education_field_phd_clean,education_field_master_clean
DK11,New concrete / Special workers wanted!,2025-10-18,PREBEN POULSEN ENTREPRENØRFIRMA APS,Denmark,DK,Copenhagen,"(55.6761, 12.5683)","Preben Poulsen Bricklayer & Contractor Company ApS is seeking a concrete worker/specialist for immediate start. - Due to hiring a new concrete worker, there is a larger volume of orders. Company address: Virkelyst 4, Herrup, 7830 Vinderup You must be able to join the company’s concrete department which works 4-5 days a week. - From 07:00 to 16:00 on site - Monday to Friday. Your primary work tasks will be in Central and Western Jutland (Holstebro, Skive, Viborg, and Herning). However, work requiring travel days may occur. There is permanent and lasting work for the right candidate. - You will be employed on an hourly wage. - Hourly wage according to qualifications. The company constructs each year a number of terraced houses, detached houses, commercial buildings, stables, and larger external concrete installations. - You must therefore be able to handle all work within the trade. The company has a permanent staff of 25 employees divided into the following professions: earthworks, concrete, sewer, concrete and masonry work. - The company traditionally retains employees for many years. - Your colleagues primarily come from the Vinderup, Holstebro and Skive areas. You must be willing to take on any challenge and be flexible in regard to solving them. You must be quality and responsibility conscious. You must have some experience and be willing to learn new things. You must be willing to do all kinds of concrete work. You must be able to speak and write Danish. Applications or contact can be made by email or phone to: Jesper Poulsen - jesper@p-poulsen.dk - phone 2120 6425",711,Building Frame and Related Trades Workers,7114.0,Unknown,,,,,,
DK12,Earth and concrete workers wanted,2025-10-23,Sydsjællands Materiel ApS,Denmark,DK,Copenhagen,"(55.6761, 12.5683)","We are seeking versatile earth and concrete workers with professional experience and you who have hands-on skills and a desire and drive to learn new things. The tasks take place primarily on Zealand and this is permanent employment with the earliest possible start. Tasks: Laborer for machine operator Reinforcement of foundations Pouring of foundations and ground slabs Laying of lecablocks Professional qualifications: You must have practical experience or desire to learn Preferably experience in excavation work Preferably driving license B and very preferably trailer driving license Can understand and speak Danish Personal qualifications You are practical You are quality conscious and take responsibility You take pride in doing a good and thorough job You maintain control in a sometimes hectic everyday life You are punctual You keep agreements You are in good physical shape We offer As an employee at Sydsjællands Materiel ApS you get: Employment in a local company Permanent work Challenges Freedom with responsibility Good working environment Opportunities for personal and professional development Salary conditions reflect your qualifications Company car opportunity Can you identify with the profile? Then it may be you we are looking for! Our expectations are a good and stable cooperation, where you will feel comfortable. About us We are a contracting company that deals with tasks within earthworks, sewer works, concrete works and paving works. Our areas of expertise are broad and well distributed among our employees. Our workforce composition is broad so we employ form workers, pipe layers, machine operators and laborers. We have many years of experience with both large and small projects. We primarily perform trade contracts.",931,Mining and Construction Labourers,9312.0,Unknown,,,,,,
DK13,"Service Technician – Mechanical, Hydraulic & Electrical Troubleshooting",2025-10-18,BlueCollar A/S,Denmark,DK,Denmark,"(55.6761, 12.5683)","BlueCollar A/S is a temp agency that specializes in the employment of skilled foreign workers for our customers in Denmark. Our work is built on our key values: Honesty – Trust – Loyalty, for our workers, our customers and for us at BlueCollar A/S. Now Hiring: Service Technician – Mechanical, Hydraulic & Electrical Troubleshooting Your Responsibilities Performing routine service and maintenance on sweepers and vacuum trucks Diagnosing technical faults – mechanical, hydraulic, and electrical Carrying out repairs and replacing defective components or worn parts Working closely with team members in the workshop Contributing to a positive, collaborative, and professional work environment Your Profile Trained mechanic – e.g. agricultural machinery mechanic, blacksmith, automation technician, or similar Skilled in hands-on mechanical work and takes pride in delivering high-quality results Team player who thrives in a busy workshop environment Curious and eager to understand different types of machines Previous experience repairing similar machines (e.g. agricultural equipment) Comfortable with technical troubleshooting and diagnostics Knowledge of hydraulics – required Experience with electric systems – preferred, not required Not afraid of dirty work – some machines may have been in contact with wastewater Must be open to required vaccinations: Polio, Hepatitis A, and Tetanus (due to legal safety requirements in the workshop) We offer: Pleasant working environment Attractive salary and working contract according to Danish legislation Company’s support for relocation (accommodation in Denmark) 12.5% / working hour – saved as holiday money in your personal balance + SH Allowance related to the Legal Danish Holidays Pension according to Danish legislation 24/7 support in Denmark All legal documents concerning your employment in Denmark will be taken care of by our company Possibility to become a permanent employee in Denmark Do you have a solid technical background and enjoy hands-on service work with complex machines? Apply now – further details will be provided during the interview. Other information to be discussed during the online interview. Only selected candidates will be contacted by us. Non-EU nationals are also welcome to apply for this position. We look forward to receiving your application at: job@bluecollar.dk",741,Electrical Equipment Installers and Repairers,7412.0,Unknown,,,,,,
DK14,"Senior Document Controller, Location: DK - Esbjerg, DK - Copenhagen, DK - Aalborg",2025-11-11,SEMCO MARITIME A/S,Denmark,DK,Denmark,"(55.6761, 12.5683)","Are you structured, detail-oriented, and passionate about optimization, communication, and project management? And do you want to leave your mark on the global energy industry? Then this is your chance. Join us! Your position In your new position as Senior Document Controller, you will join our fast-growing Renewables Division. Together, we have delivered one of the largest project portfolios of offshore substations across Europe, Taiwan, and the USA - so you can expect to be involved in exciting projects with a global scope. You will be a valued addition to our team of 8 Document Controllers, servicing our project organization in all phases of project execution from our offices in Esbjerg, Aalborg, Copenhagen and Gdynia. Your place of work will be Esbjerg/Aalborg/Copenhagen, Denmark. The position is full-time, and you can expect to travel 10-30 days per year as your presence at our various offices across the world may occasionally be required. Your tasks and responsibilities Your primary responsibility will be to support the Renewables Division by creating, maintaining, and standardizing documentation, while having opportunities to develop and update procedures and take on various challenges within Semco Maritime. Your tasks will include but are not limited to: Being a Single Point of Contact (SPOC) for document-related communication between client, external project stakeholders and internal team members Maintaining and exchanging documentation Quality control of documents Identifying and working on opportunities for continuous improvement and development of our DMS and internal procedures & standards Educating colleagues in our DMS Your qualifications and skills We are looking for someone who is proactive, meticulous, and positive, with a can-do attitude and a project-oriented mindset. You have an organized approach and always strive to meet your goals and deliver the best results for yourself and your team. This requires you to be a dedicated team player who is also self-driven and capable of working independently. You can handle multiple tasks simultaneously. To succeed in this position, we imagine that you have: A minimum of three years of experience in a Document Controller, Documentation Engineer position or similar role, Bachelor’s degree or equivalent with 5+ years of experience A proactive and responsible approach to your work Strong attention to detail Strong MS Office skills Experience working with SharePoint, Adobe Acrobat and Aconex is strongly preferred A collaborative approach, as well as great interpersonal and communications skills A service mindset and the skills to juggle multiple tasks effectively and keep everything running smoothly Fluency in English, verbal and written Welcome to Semco Maritime At Semco Maritime, we create change. For people. For projects. And for the global energy sector. With us, you will join a community of over 2,500 of the most dedicated thinkers and doers in the energy industry who are driving real change and making their own personal mark on the global energy landscape. While everyone knows why the energy transition is vital, we are concerned with the journey. How to get there. By providing the answers needed to make change real. Because we believe that global energy ambitions can only be realized through hard work and clever pragmatic solutions. This is what we do. This is what we invite you to participate in. So yes, working for us will change the energy sector – and may well change you too. Care to join the movement? Change. With us. We conduct our interviews on an ongoing basis, so if you are interested, you must submit your application as soon as possible via the link on the page. If you have any questions, do not hesitate to contact Izabela Kasprowiak, Manager Documentation. Semco Maritime is an international engineering and contracting company with 2,300 employees and 40 years of dedication rooted in both the conventional energy sector and the offshore wind industry. This puts us in a unique position to bridge today's and tomorrow’s solutions, constantly seeking clever and pragmatic ways to realise global energy ambitions. We do this through comprehensive project management across all phases of energy projects together with world-leading partners across the globe.",121,Business Services and Administration Managers,1213.0,Unknown,,,,,,
DK15,"Senior Project Planner for Offshore Wind Projects, DK - Esbjerg, DK - Copenhagen, DK - Aalborg, PL - Gdynia",2025-11-06,SEMCO MARITIME A/S,Denmark,DK,Denmark,"(55.6761, 12.5683)","Do you want to take your career to the next level in the dynamic energy industry? Then look no further! Get your career off to a flying start as our Renewables Division is looking for an experienced candidate to fill the position as Senior Project Planner. Your position As our new Senior Project Planner, you will be involved in major projects throughout Europe, Asia and the USA. You will report to the Head of Planning and have a Planning team to turn to just as you’ll be working in close collaboration with the project managers and across teams in the Renewables Division. “Semco is a major player in the offshore wind industry and currently growing in success and reputation towards global clients. Planning is a key element in all projects. It is challenging, ever-changing and enables a broad scope of knowledge to be gained in tendering, project management, engineering, procurement & construction.” Flemming Breum, Senior Director, EPC Management. Your tasks & responsibilities The successful candidate will be expected to take over as lead planner on some of Renewables Division’s largest projects. Your tasks and responsibilities will include but are not limited to: Supporting management with project time management, assuring that projects are executed on time and key deadlines are met Maintaining proactive communication with other planners and management teams of vendors, consortium partners and clients to ensure that the project programme is continuously aligned with all project stakeholders Following up on internal progress from engineering and construction teams and setting up and running internal reporting towards Project Management and company’s Steering Committee, in accordance with internal standard guidelines Maintain the project programme in Primavera P6, updating progress, maintaining baselines, running analysis on possible scenarios of project execution and issuing monthly progress reports with accurate and valid data to clients in a concise and timely manner Helping the project team forecast resource demands and assuring that allocated resources to the project are in line with constant changes of project time-schedule Your profile & qualifications As a person, you thrive from building strong relations, you are trustworthy, and able to exert influence when needed. With your great attention to detail and curious nature, you take a creative and innovative approach to problem solving and are eager to develop your existing knowledge and skills. You think logically, are willing to self-learn and can work in small teams. Moreover, a good sense of humour and a collaborative nature is always appreciated at Semco Maritime. To succeed in this position, we imagine that you have: Several years of experience from offshore EPC business, preferably from offshore wind industry/sub-station EPC Several years of experience in using Primavera P6 software Knowledge of other software: Excel, MS Project is a plus Great communication skills and fluency in English, verbal and written Preferably a technical educational background within construction, mechanical engineering, electrical engineering Your place of work could either be at our HQ in Esbjerg or at one of our offices in Copenhagen or Gdynia. The position is full-time and will involve limited travelling to other Semco Maritime offices, sub-suppliers and customers. Welcome to Semco Maritime At Semco Maritime, we create change. For people. For projects. And for the global energy sector. With us, you will join a community of over 2,500 of the most dedicated thinkers and doers in the energy industry who are driving real change and making their own personal mark on the global energy landscape. While everyone knows why the energy transition is vital, we are concerned with the journey. How to get there. By providing the answers needed to make change real. Because we believe that global energy ambitions can only be realized through hard work and clever pragmatic solutions. This is what we do. This is what we invite you to participate in. So yes, working for us will change the energy sector – and may well change you too. Care to join the movement? Change. With us. We conduct our interviews on an ongoing basis, so if you are interested, please submit your application as soon as possible via the link on the page. If you have any questions, you are more than welcome to contact Anna Marcewicz, Senior Manager Planning, amar@semcomaritime.com Apply: https://semcomaritime.career.emply.com/ad/senior-project-planner-for-offshore-wind-projects/djjv8y/en Semco Maritime is an international engineering and contracting company with 2,500 employees and 40 years of dedication rooted in both the conventional energy sector and the offshore wind industry. This puts us in a unique position to bridge today's and tomorrow’s solutions, constantly seeking clever and pragmatic ways to realise global energy ambitions. We do this through comprehensive project management across all phases of energy projects together with world-leading partners across the globe.",121,Business Services and Administration Managers,1213.0,Unknown,,,,,,
DK16,Plastic Engineer,2025-10-28,Asgaard Recruitment ApS,Denmark,DK,Denmark,"(55.6761, 12.5683)","We are looking for a skilled designer who can step in as the center’s professional beacon within plastics. Someone who knows what is feasible – and what is not yet. You will be the link between design, development, and production, working closely with both colleagues and suppliers to ensure that quality, functionality, and production go hand in hand.",214,Engineering Professionals (excluding Electrotechnology),2149.0,Unknown,,,,,,
DK17,Software & Process Engineer for Industrial Software & Automation,2025-10-18,COWEX A/S,Denmark,DK,Denmark,"(55.6761, 12.5683)","Your role:  
As a plastics engineer, you will be responsible for the development and optimization of plastic components in both new and existing products. You participate in design reviews, DFMEA, and test planning, and help ensure that technical documentation and changes are followed through. You will also have a special role as a professional sparring partner within the team, where you elevate design quality and bring best practices into play – both technically and cross-functionally.",214,Engineering Professionals (excluding Electrotechnology),2141.0,Unknown,,,,,,
DK18,Site Conversion Manager (m/f/d) - Nordic (Industrial Engineer),2025-09-08,KHS Nordic Aps,Denmark,DK,Copenhagen,"(55.6761, 12.5683)","Your profile:  
You have a relevant background such as engineer, toolmaker, or designer, with a minimum of five years of experience in plastic design and product development. You have an eye for both detail and the bigger picture, and you enjoy drawing and designing. We prefer that you have experience with:  
- Working with plastic materials and injection molding of parts. You have solid knowledge, but do not need to be an expert  
- Experience with small and medium-sized production series  
- Strong competencies in technical documentation and quality management  
- Experience with Design for Manufacturing (DFM) and Design for Tooling (DFT)",214,Engineering Professionals (excluding Electrotechnology),2141.0,Unknown,,,,,,
DK19,"Electrical Engineer, Hardware",2025-11-20,SEMCO MARITIME A/S,Denmark,DK,Denmark,"(55.6761, 12.5683)","Experience with sustainable materials or green solutions is a plus, but most importantly, you are curious, thorough, and passionate about improving products every single day.",215,Electrotechnology Engineers,2151.0,Unknown,,,,,,
DK20,Electric mechanic – Rewinding electrical motors - Aarhus and Copenhagen in Denmark. (Electromechanic),2024-11-22,PRONOR INDUSTRITEKNIK A/S,Denmark,DK,Copenhagen,"(55.6761, 12.5683)","About Anticimex Innovation Center  
Anticimex Innovation Center is part of the world’s third-largest pest control company, Anticimex. Here, intelligent and sustainable solutions are developed, combining technology, design, and precision. The ambition is clear: high quality, simple function, and operational reliability – every time. Anticimex Innovation Center is based in Bagsværd and employs about 60 employees – many of whom are engineers, designers, and technicians. Additionally, there are colleagues in Stockholm and several other European cities. The daily work is characterized by high professionalism, interdisciplinary collaboration, and an informal tone – with communication in both Danish and English. Here you get a flexible workplace with great trust, and the opportunity to influence the development of intelligent products for a global market.",741,Electrical Equipment Installers and Repairers,7412.0,Unknown,,,,,,
DK21,"Commissioning Engineer – Electrical – Commissioning Electrical Engineer – Ørsted Project, Avedøre Holme / Asnæsværket",2025-11-04,TOPTEMP ApS,Denmark,DK,Denmark,"(55.6761, 12.5683)","Commissioning Electrical Engineer (English version below) – Electrical Commissioning Engineer – Ørsted Project, Avedøre Holme / Asnæsværket Ørsted is looking for a skilled and experienced Commissioning Electrical Engineer for our ASV/AVV project. You will be a key member of the Completion team, responsible for coordinating and executing electrical commissioning activities on site. Your primary tasks will be: Coordinate a team of engineers and technicians within electrical commissioning. Participate in MC verification of equipment and packages. Ensure a smooth handover of commissioning packages from Construction to Commissioning. Prepare and follow commissioning procedures in accordance with SLB guidelines. Establish and maintain effective communication with other disciplines, subcontractors, and suppliers. Ensure correct content and scope in PIMS-CMS and that documentation is updated with changes and 'as-built' information. Follow up on punch lists and ensure that any defects or deficiencies are addressed. Contribute to planning, time estimates, and workflows for Commissioning. Ensure compliance with Danish legislation, client requirements, and SLB/Ørsted HSE rules. You will work closely with: Project Support Engineering Completion Preparation Construction Mechanical Completion Other SLB sub-projects and facilities We expect that you have: Master’s or bachelor’s degree in engineering or equivalent. Minimum 5 years of relevant experience in similar roles. More experience may compensate for formal education. Experience with similar positions on previous projects. In-depth knowledge of SLB documents and best practice. Knowledge of relevant Danish legislation and requirements. Good collaboration and communication skills. Ability to take responsibility and work effectively under high work pressure. High ethical standards. We offer: An exciting and challenging project in an international energy company. Opportunity for personal and professional development in an engaged team. A positive working environment with focus on collaboration and safety. Send your application and CV to kontor@toptemp.dk – we look forward to hearing from you!",215,Electrotechnology Engineers,2151.0,Unknown,,We expect that you have: Master’s or bachelor’s degree in engineering or equivalent. Minimum 5,,engineering or equivalent,,engineering or equivalent
DK22,Skilled Service Technician with customer focus sought for Agramkow Fluid Systems A/S,2025-11-18,AGRAMKOW FLUID SYSTEMS A/S,Denmark,DK,Denmark,"(55.6761, 12.5683)","Service Technician Do you love challenges and can you see yourself as part of the team responsible for service and installation of AGRAMKOW’s equipment at customers primarily in Europe? Are you motivated by providing good service and ensuring high customer satisfaction? Then you may be the Service Technician we are looking for. With your understanding of electrical and mechanical systems, your knowledge of electronics, as well as expertise in PLC and software, you will be part of an international team contributing to efficient and quality-oriented customer service among our clients worldwide. Since most of our customers are global, you should expect considerable travel activity – approximately 60-120 days annually. You will be an expert for a range of AGRAMKOW’s products to our customers, and you will naturally receive thorough training in our equipment. Installation, support, and collaboration in a global environment You will join our EMEA Service team, and in connection with installation projects, you will be part of cross-disciplinary project teams, where in close cooperation with the project manager and other project team members you are responsible for installation and support of AGRAMKOW’s equipment at the customer site. This also includes upselling and training the customer’s personnel in the use and maintenance of the equipment. Additionally, your work tasks will include: Repair and troubleshooting of AGRAMKOW equipment, both in our own workshop and on-site at the customer Documentation of repairs and upgrades Training and instruction of customer employees in the use and maintenance of equipment Support and collaboration with colleagues in the global organization Professionally strong and quality-conscious technician You have a relevant technical education in electrical, mechanical, or electronics fields. As a person, you possess high drive and are good at maintaining overview; you are enthusiastic about technology while keeping the customer in focus. We emphasize that you have: In-depth knowledge of troubleshooting and electrical and/or mechanical construction Knowledge of electronics and experience with PLC programming and software integration Good collaboration skills and willingness to share knowledge with colleagues Ability to communicate and highlight achieved results Travel experience and proficiency in English at a high level, both written and spoken (German is an advantage) Certificates related to handling refrigerants, pneumatics, and vacuum etc. are an advantage but not a requirement.",741,Electrical Equipment Installers and Repairers,7412.0,Unknown,,,,,,
DK23,KS Elektro is looking for a startup technician / specialist in PMS & generator systems,2025-11-14,KS ELEKTRO A/S,Denmark,DK,Denmark,"(55.6761, 12.5683)","KS Elektro is looking for a startup technician / Specialist in PMS and generator systems KS Elektro is now seeking a technician for our team to handle tasks related to generator systems and PMS (Power Management System). As our new technician, you will be responsible for participating in sea trials with the ships and ensuring that all electrical installations function properly during the process, as well as assisting the technicians from our suppliers. This position offers great opportunities for development, both personally and professionally, and you will be part of a team where everyone helps each other and focuses on quality work. About the tasks: Participate in sea trials and assist suppliers in carrying out their test programs. Collaborate with suppliers regarding startup. Perform panel tests, both internally and with class inspection. Case management on technical issues concerning PMS, IAS, Propulsion, main switchboards and other systems. Troubleshooting and fault correction on generator and main distribution systems. Preparation/updates of documentation. Calculate minor quotes for extra work. Work closely with our project manager in the area and assist with related tasks. We expect you: Are an electrician with experience in generator systems and PMS and ready to take the next step in your career. Or you are trained as a marine engineer, electrical engineer, or similar with relevant experience in the field. Can juggle many tasks simultaneously and meet necessary deadlines. Can take responsibility for systems related to your work area. With us, you get: Permanent full-time employment. A varied workday with exciting tasks and good colleagues. Attractive salary based on qualifications, pension scheme and health insurance. A workplace focused on well-being and a good and safe working environment. A strong social community and fun social events. Want to come aboard? If you have questions about the job, contact: René Hansen (Production Manager) at 26 87 44 33 / rha@kselektro.dk Application to be sent to: job@kselektro.dk Application deadline: December 14, 2025 Start: As soon as possible – or by agreement. Applications are processed continuously. We look forward to hearing from you! KS Elektro A/S and Karstensens Shipyard currently employ 550 employees, of whom 130+ are employed at KS Elektro. Together we are leading in the construction of pelagic fishing vessels, with an order book of 5-7 new builds annually. Additionally, 100-150 different ship types are serviced annually with repairs and major conversions at the shipyard. More information can be found on the shipyard’s website: www.karstensens.dk or www.kselektro.dk",215,Electrotechnology Engineers,2152.0,Unknown,,,,,,
DK24,Automation Technician,2025-10-23,RANDSTAD A/S,Denmark,DK,Denmark,"(55.6761, 12.5683)","Do you have a passion for troubleshooting electrical systems and finding solutions that get machines, vehicles, or plants up and running again? Then you are the one we are seeking for an exciting company in Greve. The company are experts in vacuum tankers and sweepers, where they have a workshop in need of someone with an electrical background. You may come from a background as an electrician, industrial electrician, or automation technician. The most important is that you have previously performed electrical work on machines, vehicles, cranes, plants, or similar. You will be employed by the customer in Greve on a Try & Hire basis with the prospect of permanent employment. The position should be considered as a permanent employment! The work is normal day shifts with good salary. I look forward to reading your CV! ¤Your tasks will among others be: - Troubleshooting - Repair - Reprogramming - Electrical diagrams ¤Your profile: - You preferably have a vocational background and/or production experience - You work systematically and take pride in high quality - You have interest in technology and machinery - You are punctual, positive, and a good team player With us you get the opportunity for ongoing skills development in an exciting working environment with skilled colleagues. ¤Working hours: You start between 6 and 7 am, and the work is ordinary daytime work with the possibility of flexibility. ¤We offer: - Salary based on qualifications - Flexible benefits account and pension scheme - Permanent employment after completed trial period ¤Application and questions: If the position has caught your interest, please send your CV via this page. Interviews are held continuously, so you are encouraged to apply as soon as possible. All inquiries are treated confidentially. If you have questions, feel free to contact Senior Consultant Jesper Høgh at tel. 92 92 16 38. ¤About Randstad Randstad is the world's largest HR provider and ‘partner for talent’. We provide equal opportunities to all regardless of background and help candidates remain relevant in a rapidly changing labor market. We believe in an inclusive labor market where everyone can be themselves and feel welcome. Our market insight and extensive knowledge of the job market help companies build a qualified, diverse, and flexible workforce, and we support people and companies in reaching their full potential. That is what we are here for, and that is what motivates us every day. Randstad DK is part of the international Randstad Group. We place over 600,000 people worldwide and are a leader in recruitment, career advice, and flexible workforce in Denmark, with offices in Copenhagen, Aarhus, Aalborg, and Kolding.",351,Information and Communications Technology Operations and User Support Technicians,3511.0,Unknown,,,,,,
DK25,"Technician for Panel Building, Service & Automation",2025-10-18,COWEX A/S,Denmark,DK,Denmark,"(55.6761, 12.5683)","Cowex A/S is an open and inspiring workplace where opportunities for professional and personal development are of international caliber. If you have the will and creative instinct, you can have direct influence on a dynamic company where challenges and responsibilities go hand in hand. We work cross-functionally with respect for each other's competencies, and you will join a team where collaboration skills and flexibility are highly valued. The job: For an exciting and independent position, we are now looking for a technician for Panel Building, Service, and Automation. The job includes in-house panel building of combined motor control and control panels according to own design and relevant industrial standards. The panels are used for control, monitoring, and process control primarily for water treatment and land-based fish farming facilities. The job includes installation of our own systems at customers as well as performing service in terms of preventive maintenance. You will be attached to our company in Tejn where we have facilities for light production. A significant amount of travel activity should be expected. You will work with: • Panel building and quality assurance. • Assembly leadership and commissioning at systems. • Mechanical assembly for project solution tasks. • Including service, documentation, and quality assurance. • Setup and commissioning of advanced sensor systems for water. • Testing in collaboration with customer before delivery / commissioning at customer. Qualifications: • Have a relevant electrical education, preferably within industrial electrical engineering & automation. • Experience with electrical panels and control panels, in general. • Experience with installation tasks, preferably for industry / electrical equipment on machinery. • Preferably knowledge of supervision and assembly leadership. We expect you: • Can work in Danish, English, and Scandinavian languages. • Can work structured and independently in project teams. • Are service-minded, positive and have plenty of drive. • Have understanding of the customer’s needs. • Are prepared for significant travel activity. Cowex A/S is a smaller production and engineering company engaged in development, design, and execution of projects within Automation, Process Technology, and Industrial IT focusing on the Process Industry and Land-based Fish Farming. On Bornholm, we have production and engineering office and a sales company in Norway. Contact If you have questions about the position, you are welcome to call Managing Director Henrik Dam Pedersen at 39 40 04 65. Application deadline is immediate We prefer to receive your application and CV by e-mail at job.net@cowex.com. Please mark your application ”Technician Automation”",214,Engineering Professionals (excluding Electrotechnology),2141.0,Unknown,,,,,,
DK26,Finance & Automation Specialist / Digital Accounting Specialist,2025-10-18,Byflou.com ApS,Denmark,DK,Denmark,"(55.6761, 12.5683)","Would you like to work with finance in an international e-commerce company where automation and digitalization are a natural part of everyday life? At Byflou.com, we are looking for a new colleague for our finance team – a role that combines classic bookkeeping with modern processes and the opportunity to influence development. We operate three stores, 18 online shops, and sell throughout Europe. With our internal developers, we have the opportunity to build solutions that make everyday life smarter, more efficient – and with fewer errors. About the role: Depending on your experience and interest, you can receive a title such as Accounting Specialist, Finance Coordinator, Finance & Automation Specialist, or Digital Accounting Specialist. Regardless of title, you will have a central role in the finance team, where you will work with: - Ongoing bookkeeping and reconciliations - Creditor and debtor management - VAT and taxes across countries - Preparation of data for monthly and annual accounts - Quality assurance of financial data - Contributing to optimization and automation of processes in collaboration with the developer team We imagine that you: - Have experience from a finance function, bookkeeping, or accounting role - Work structured and detail-oriented - Have an aptitude for IT and systems – and see digitalization as a natural part of the work - Preferably have experience with e-conomic and/or e-commerce (not a requirement) - Thrive in an international environment with a high pace and many interfaces We offer: At Byflou, you will become part of a growth-oriented company with approximately 90 employees and a strong culture. You will get: - A modern role in an international e-commerce company in development - A finance setup focused on automation and innovation - Health insurance and pension - Lunch scheme (bronze-certified organic) - Employee benefits and attractive purchase discounts - A workplace with energy, humor, and short decision paths About your upcoming workplace: Byflou.com is a Danish e-commerce company in growth, selling lifestyle online in Denmark and Europe. We offer a broad selection of clothing, accessories, interior, and furniture. Our mission is to spread good style by supporting new and classic designs, while focusing on the environment and culture. Byflou.com is a dynamic and modern company that has existed since 2009 and has headquarters in Hobro as well as 3 physical stores located in Hobro and Skive respectively. Today, we are about 70 dedicated employees in the office and stores. You will become part of a company that is constantly developing and strives to deliver quality products and exceptional customer experiences. We have in-house competencies and a strong team of specialists. Therefore, you are guaranteed an inspiring community and professional sparring with the most skilled colleagues. Workplace: Byflou.com HQ, Hobro Start: As soon as possible – we are willing to wait for the right candidate Application deadline: We conduct interviews continuously Application and CV should be sent to: job@byflou.com, Contact CEO Simon Falentin Olesen 21400042 if you have questions or similar about the position.",331,Financial and Mathematical Associate Professionals,3314.0,Unknown,,,,,,
DK27,"Automation Engineer for Electrical Design and Panel Building, as well as Service & Automation",2025-10-18,COWEX A/S,Denmark,DK,Denmark,"(55.6761, 12.5683)","Cowex A/S is an open and inspiring workplace, where opportunities for professional and personal development are of international calibre. If you have the will and the creative instinct, you can have direct influence on a dynamic company where challenges and responsibility go hand in hand. We work cross-functionally with respect for each other's competencies, and you will become part of a team where collaboration skills and flexibility are highly valued. The job: For an exciting and independent job, we are now looking for an automation engineer for electrical design of motor control panels, installation planning as well as project management and participation in commissioning of systems at our customers. Also includes participation in panel building, service & automation. Our focus is primarily electrical and automation for water treatment and land-based fish farming facilities. You will work with: • Clarification of specifications internally in the company as well as externally in collaboration with customers • Preparation of design specifications, electrical design, and test documentation • Participation in panel building and quality assurance • Assembly management and commissioning at installations • Including service, documentation, and quality assurance • Setup and commissioning of advanced sensor systems • Testing in cooperation with the customer before delivery / commissioning at customer Qualifications: • Have a relevant electrical professional education, preferably within industrial electrical engineering & automation • Experience with electrical panels and control panels, generally • Experience with installation tasks, preferably for industry / electrical equipment on machinery installations • Preferably knowledge of supervision and assembly management • An advantage to have knowledge of SCADA and PLC systems We expect that you: • Can work in Danish and English and preferably Scandinavian languages • Can work structured and independently/in project teams • Are service-minded, positive, and have lots of initiative • Understand customer needs • Are prepared for some travel activity • Are good at getting things finished and keeping to a schedule The job also includes performing service in the form of preventive maintenance. You will be attached to our company in Tejn, where we have facilities for light production. Cowex A/S is a small engineering company engaged in development, planning, and execution of projects within Automation, Process Technology and Industrial IT with focus areas in Process Industry and Land-based Fish Farming. On Bornholm, we have production and engineering office and we have a sales company in Norway. Contact If you have questions about the position, you are welcome to call Managing Director Henrik Dam Pedersen 39 40 04 65. Application deadline is immediate. We prefer to receive your application and CV via email at job.net@cowex.com. Mark your application ""Automation Engineer""",215,Electrotechnology Engineers,2151.0,Unknown,,,,,,
DK28,Technical Employee for Production Department,2025-11-14,VISION AUTOMATION A/S,Denmark,DK,Denmark,"(55.6761, 12.5683)","About Vision Automation A/S: Vision Automation A/S is an innovative technology company specializing in industrial vision systems since 1988. The company has experienced constant growth and delivers solutions both nationally and internationally to machine builders and end-users within many industries, especially in the pharmaceutical sector. We are now looking for a technical employee for our production department who will help ensure that our products and processes are always top-notch. Tasks: - Production of vision computers and related devices - Repair and upgrade of older vision computers - Daily operation and maintenance of the building’s technical equipment - Responsibility for quality assurance and functionality of the produced units - Contribute to optimization of processes and work routines in production We are looking for a person who: - Is at least 18 years old - Has an interest in technical tasks or a technical background (unskilled, technically educated or similar) - Is responsible and systematic in work - Thrives with both independent work and teamwork - Is ready to take responsibility for daily operation and maintenance of the building’s technical equipment - Is a versatile and flexible person who is not afraid to take on new tasks Skills that will be an advantage: - Ability to solder and work with electronics - Electrical understanding and knowledge of technical systems - Driver’s license (for driving-related tasks) - Forklift certificate (course B) - Experience with Microsoft Office We offer: - An exciting and versatile job with opportunities for professional development - An informal and dynamic work environment with good colleagues - Opportunity to work with innovative solutions in a technology company - Attractive employment conditions and flexible working hours Working hours: - Working hours are flexible and can vary from 14 to 37 hours per week, depending on need and agreement.",311,Physical and Engineering Science Technicians,3114.0,Unknown,,,,,,
